gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group D,associate's degree,free/reduced,completed,69,59,68
male,group B,associate's degree,standard,none,88,86,84
male,group B,associate's degree,free/reduced,none,81,81,79
male,group C,associate's degree,standard,none,80,72,64
male,group D,bachelor's degree,standard,none,74,67,67
female,group C,bachelor's degree,standard,completed,78,93,93
female,group D,some college,free/reduced,none,51,56,56
female,group C,some high school,standard,none,44,42,39
male,group C,associate's degree,standard,completed,60,55,62
male,group D,master's degree,standard,none,60,61,61
male,group B,associate's degree,free/reduced,completed,61,73,75
female,group B,high school,free/reduced,completed,58,64,64
female,group D,master's degree,standard,none,81,84,83
female,group D,bachelor's degree,standard,none,86,85,92
male,group E,some college,free/reduced,none,61,65,59
female,group E,some college,free/reduced,none,63,71,65
female,group B,high school,free/reduced,none,39,49,48
female,group C,some high school,free/reduced,none,50,63,56
female,group E,bachelor's degree,standard,none,57,56,56
female,group D,some college,free/reduced,none,70,89,86
male,group E,some high school,standard,completed,80,75,73
male,group B,associate's degree,standard,completed,98,96,94
female,group B,bachelor's degree,standard,none,59,65,73
male,group D,high school,free/reduced,none,72,69,70
male,group C,some college,free/reduced,completed,61,59,65
female,group D,bachelor's degree,standard,none,89,96,99
female,group E,some college,standard,none,62,60,64
male,group B,some college,free/reduced,none,49,57,53
female,group D,some high school,standard,none,70,74,71
female,group A,associate's degree,standard,completed,62,82,80
female,group B,associate's degree,free/reduced,none,56,71,66
male,group B,some college,free/reduced,none,41,36,29
male,group E,high school,standard,none,60,55,54
female,group C,bachelor's degree,standard,none,61,68,68
male,group D,bachelor's degree,free/reduced,none,59,66,57
female,group D,associate's degree,free/reduced,none,71,82,79
male,group C,some college,standard,none,91,93,87
female,group A,bachelor's degree,free/reduced,none,32,50,47
male,group D,some college,standard,none,76,72,69
male,group E,bachelor's degree,standard,none,77,72,63
female,group C,bachelor's degree,standard,completed,64,75,78
male,group D,bachelor's degree,standard,completed,48,49,49
male,group D,some college,standard,none,49,56,53
male,group C,some college,standard,none,69,53,51
male,group C,associate's degree,standard,none,63,62,58
female,group D,high school,standard,none,53,67,63
female,group C,associate's degree,standard,completed,88,91,99
male,group E,master's degree,free/reduced,none,78,77,73
male,group C,associate's degree,free/reduced,none,83,83,75
female,group D,master's degree,standard,none,85,98,100
female,group D,high school,free/reduced,none,64,71,71
male,group E,some college,free/reduced,none,57,57,51
female,group C,some college,standard,none,50,59,58
female,group D,some college,standard,completed,68,72,76
female,group C,bachelor's degree,free/reduced,none,39,50,51
female,group E,some college,standard,completed,83,87,85
female,group B,some high school,standard,none,45,57,51
female,group C,high school,standard,none,69,64,70
male,group D,some college,standard,none,78,70,69
male,group D,high school,standard,none,56,65,56
female,group C,some college,standard,completed,43,65,62
female,group D,bachelor's degree,free/reduced,none,47,72,68
female,group C,some college,standard,completed,90,97,100
female,group D,high school,standard,completed,31,38,43
female,group C,associate's degree,standard,none,88,95,97
male,group A,associate's degree,standard,none,71,75,65
female,group B,high school,standard,none,85,88,84
female,group C,bachelor's degree,free/reduced,none,69,69,78
male,group D,high school,standard,none,59,54,47
male,group C,some college,free/reduced,completed,63,66,69
female,group C,some college,standard,none,66,79,79
male,group C,some college,free/reduced,none,51,68,62
male,group A,associate's degree,standard,none,92,82,83
male,group D,bachelor's degree,standard,completed,50,56,55
female,group D,bachelor's degree,standard,completed,76,94,98
male,group C,associate's degree,standard,none,69,70,61
male,group B,associate's degree,free/reduced,none,75,69,65
male,group B,associate's degree,standard,completed,83,79,75
female,group A,some college,standard,none,73,80,72
female,group C,some college,free/reduced,none,28,41,39
female,group B,some college,standard,completed,80,78,83
female,group E,high school,standard,completed,80,77,85
female,group B,bachelor's degree,standard,none,86,94,97
female,group C,associate's degree,standard,completed,72,93,91
male,group D,bachelor's degree,standard,none,77,65,63
male,group B,some high school,standard,none,79,79,73
female,group C,associate's degree,standard,none,72,81,82
male,group B,some high school,free/reduced,none,65,70,66
male,group C,high school,free/reduced,completed,43,32,37
female,group B,some high school,free/reduced,none,40,62,53
female,group B,high school,standard,none,41,59,47
female,group C,bachelor's degree,standard,none,73,90,88
female,group C,some high school,standard,none,83,91,90
female,group B,master's degree,standard,none,75,85,84
male,group A,master's degree,free/reduced,none,65,58,60
female,group B,associate's degree,free/reduced,none,55,63,60
male,group D,some college,standard,none,84,88,81
male,group C,associate's degree,free/reduced,completed,41,53,51
female,group D,some college,standard,none,62,75,75
female,group C,master's degree,standard,none,49,60,56
male,group B,some college,free/reduced,none,61,62,59
male,group C,associate's degree,standard,completed,63,66,68
female,group D,associate's degree,free/reduced,none,47,54,56
male,group C,some college,free/reduced,completed,51,45,38
female,group D,associate's degree,standard,none,79,85,87
male,group D,some high school,free/reduced,none,44,34,37
female,group D,some college,free/reduced,none,49,58,61
male,group C,some college,standard,completed,47,40,44
male,group C,high school,free/reduced,none,55,46,50
female,group D,associate's degree,standard,completed,69,79,80
male,group C,high school,free/reduced,completed,79,73,82
female,group C,some college,standard,completed,85,88,94
male,group C,associate's degree,standard,none,78,75,77
female,group E,some college,standard,none,100,94,96
male,group B,some college,standard,none,70,70,60
male,group C,some high school,standard,none,79,83,75
male,group D,master's degree,standard,completed,100,99,100
male,group B,some college,free/reduced,none,59,53,54
male,group E,bachelor's degree,standard,none,76,76,74
female,group D,associate's degree,standard,none,84,91,94
female,group E,bachelor's degree,standard,completed,91,100,100
male,group C,some college,free/reduced,completed,77,78,66
male,group E,associate's degree,standard,none,66,62,53
male,group B,some college,standard,completed,56,56,55
female,group A,some college,standard,none,67,59,60
female,group B,associate's degree,standard,none,77,69,67
male,group D,associate's degree,standard,none,69,65,64
male,group C,associate's degree,standard,none,89,71,68
male,group C,master's degree,standard,none,61,61,59
male,group D,some college,standard,none,76,63,59
male,group B,high school,free/reduced,none,51,51,39
female,group B,master's degree,standard,none,71,85,82
female,group E,associate's degree,standard,completed,78,77,78
male,group A,bachelor's degree,standard,none,88,85,77
female,group E,some college,free/reduced,completed,49,58,54
female,group D,some college,standard,none,52,62,72
female,group C,associate's degree,standard,none,78,84,85
female,group C,bachelor's degree,free/reduced,completed,59,71,78
male,group C,some college,free/reduced,completed,44,47,51
female,group B,associate's degree,standard,none,89,88,80
female,group E,high school,standard,none,73,75,73
male,group E,some high school,standard,none,100,88,81
female,group B,high school,free/reduced,none,42,53,52
male,group C,associate's degree,standard,completed,75,78,78
male,group B,some high school,free/reduced,completed,52,57,59
female,group E,master's degree,standard,completed,77,81,90
female,group D,high school,standard,none,69,71,75
male,group A,associate's degree,standard,none,88,81,78
male,group E,high school,standard,none,83,76,71
male,group C,high school,free/reduced,none,50,58,51
female,group D,associate's degree,standard,none,82,97,93
male,group D,some college,standard,completed,67,72,74
male,group E,some college,free/reduced,none,74,70,63
female,group C,bachelor's degree,free/reduced,none,81,92,86
female,group A,some college,standard,none,59,70,62
male,group C,high school,free/reduced,completed,65,65,67
male,group E,high school,standard,none,89,83,78
male,group B,some high school,standard,none,53,50,43
female,group D,associate's degree,standard,none,79,88,86
female,group D,associate's degree,free/reduced,none,35,49,51
female,group C,bachelor's degree,free/reduced,completed,63,61,69
female,group D,some college,standard,none,62,60,69
female,group E,bachelor's degree,standard,none,86,89,85
female,group C,some college,standard,none,73,75,73
male,group E,associate's degree,free/reduced,none,50,35,36
male,group C,some high school,standard,completed,92,72,77
male,group C,some high school,standard,none,68,66,67
male,group C,bachelor's degree,standard,none,69,68,69
